Site,SiteType,Year,Parameter,Max,Min,Avg,Count,Provenance
Long Lake (Missaukee),Lake,2002,Nitrate,13.305750411277403,8.154827358789232,10.56235179496264,19,simulated
Long Lake (Missaukee),Lake,2003,Nitrate,13.542891699691639,8.762708239727957,10.771266946344966,26,simulated
Long Lake (Missaukee),Lake,2004,Nitrate,12.890319088462489,7.27140927356715,10.3473445998181,21,simulated
Long Lake (Missaukee),Lake,2005,Nitrate,12.055922856236167,6.5317096870673375,9.41146708344382,24,simulated
Long Lake (Missaukee),Lake,2006,Nitrate,12.257069625109501,7.118876154002297,9.839891811525591,17,simulated
Long Lake (Missaukee),Lake,2007,Nitrate,13.829562256131101,8.768633558297712,11.534210795704606,26,simulated
Long Lake (Missaukee),Lake,2008,Nitrate,12.12001872354956,8.261846562817583,10.38417221148246,26,simulated
Long Lake (Missaukee),Lake,2009,Nitrate,13.44954669886749,9.60111377381537,11.17814141074662,23,simulated
Long Lake (Missaukee),Lake,2010,Nitrate,13.219197702837866,6.952852610310989,10.658078437202825,23,simulated
Long Lake (Missaukee),Lake,2011,Nitrate,12.049396412343322,8.347122101985844,10.05138765048913,25,simulated
Long Lake (Missaukee),Lake,2012,Nitrate,12.466604649592655,7.404455990223516,10.051182895895227,31,simulated
Long Lake (Missaukee),Lake,2013,Nitrate,12.302905317577995,7.002079394615014,9.853873876974683,19,simulated
Long Lake (Missaukee),Lake,2014,Nitrate,11.450223386014457,7.339849841008401,8.984133377445383,27,simulated
Long Lake (Missaukee),Lake,2015,Nitrate,12.809519692814902,6.993650690289777,9.822384818442773,22,simulated
Long Lake (Missaukee),Lake,2016,Nitrate,12.711561815565345,7.577161303417681,10.37896724724948,25,simulated
Long Lake (Missaukee),Lake,2017,Nitrate,10.724335277949857,6.306767929207842,9.46171105543433,25,simulated
Long Lake (Missaukee),Lake,2018,Nitrate,11.881912022808551,8.054364024180213,9.92750865978564,25,simulated
Long Lake (Missaukee),Lake,2019,Nitrate,12.362042306216221,8.748042314698683,10.11204930752565,26,simulated
Long Lake (Missaukee),Lake,2020,Nitrate,10.137625850718127,7.508207704958027,9.22725546890126,23,simulated
Long Lake (Missaukee),Lake,2021,Nitrate,12.352660438615452,7.223006230757386,9.42167366232938,30,simulated
Long Lake (Missaukee),Lake,2022,Nitrate,11.208764091258892,7.082518218056169,9.120355495948324,22,simulated
Long Lake (Missaukee),Lake,2023,Nitrate,11.435864271075435,7.4079928113115985,9.187446671607011,29,simulated
Long Lake (Missaukee),Lake,2024,Nitrate,11.703538078590768,8.098466202730288,8.936962988383618,27,simulated
Long Lake (Missaukee),Lake,2025,Nitrate,10.715384977829157,6.816225295441721,9.095566266257768,24,simulated
Long Lake (Missaukee),Lake,2000,Secchi Depth,13.029417563357715,6.6602561357996155,9.120043969961603,10,simulated
Long Lake (Missaukee),Lake,2001,Secchi Depth,14.158231895994184,7.610536429533637,10.6633888927633,11,simulated
Long Lake (Missaukee),Lake,2002,Secchi Depth,12.593899745588079,4.794194745092364,9.281468801922518,18,simulated
Long Lake (Missaukee),Lake,2003,Secchi Depth,15.036537827065512,7.542523300420877,11.106538231488818,21,simulated
Long Lake (Missaukee),Lake,2004,Secchi Depth,12.924974020082905,7.497397423054817,9.794348401645289,14,simulated
Long Lake (Missaukee),Lake,2005,Secchi Depth,15.80150283926914,6.9596037552422505,10.267992535688832,13,simulated
Long Lake (Missaukee),Lake,2006,Secchi Depth,15.938152807520058,6.713666261691845,11.005378718043712,11,simulated
Long Lake (Missaukee),Lake,2007,Secchi Depth,14.225417802962133,7.453260556095122,9.99428337021986,16,simulated
Long Lake (Missaukee),Lake,2008,Secchi Depth,15.941612478463348,7.9457698574962174,10.704367438016952,20,simulated
Long Lake (Missaukee),Lake,2009,Secchi Depth,12.686765494682868,3.322741682337341,9.311230562760985,14,simulated
Long Lake (Missaukee),Lake,2010,Secchi Depth,14.862586663280506,8.079023010221757,11.412592271946773,8,simulated
Long Lake (Missaukee),Lake,2011,Secchi Depth,16.581559820220047,8.079234402539463,12.537425207722968,18,simulated
Long Lake (Missaukee),Lake,2012,Secchi Depth,18.90511832355984,8.810384871003905,13.562160959820202,19,simulated
Long Lake (Missaukee),Lake,2013,Secchi Depth,13.88787469173992,7.18157195916195,10.947138202564943,12,simulated
Long Lake (Missaukee),Lake,2014,Secchi Depth,15.547822237478085,6.207371826903483,11.649304736613196,17,simulated
Long Lake (Missaukee),Lake,2015,Secchi Depth,12.196235015184046,4.522861846519608,9.150948362289556,18,simulated
Long Lake (Missaukee),Lake,2016,Secchi Depth,20.38371690862564,7.961457076641042,12.393477994226538,17,simulated
Long Lake (Missaukee),Lake,2017,Secchi Depth,12.474103169128888,8.802589531071533,11.700763328778237,15,simulated
Long Lake (Missaukee),Lake,2018,Secchi Depth,14.383146598562623,4.775476969580681,10.479276397913443,21,simulated
Long Lake (Missaukee),Lake,2019,Secchi Depth,19.488188203708873,7.532681241472833,12.198433733567342,17,simulated
Long Lake (Missaukee),Lake,2020,Secchi Depth,15.129444221757426,4.317639946312083,10.7442536303499,14,simulated
Long Lake (Missaukee),Lake,2021,Secchi Depth,15.66056605223676,9.204762027201573,10.561856753091453,13,simulated
Long Lake (Missaukee),Lake,2022,Secchi Depth,16.17494223271097,6.711082794894696,11.50797516041815,23,simulated
Long Lake (Missaukee),Lake,2023,Secchi Depth,13.14623376916126,3.795286331949943,9.997734712790146,21,simulated
Long Lake (Missaukee),Lake,2024,Secchi Depth,13.65336366121661,7.836754191354049,12.094142323563242,20,simulated
Long Lake (Missaukee),Lake,2025,Secchi Depth,14.238677847969363,6.35496621437405,10.041242958643986,19,simulated
Long Lake (Missaukee),Lake,2000,Total Phosphorus,8.123768683904865,4.626011390684087,5.839287808240644,19,simulated
Long Lake (Missaukee),Lake,2001,Total Phosphorus,8.239721214747892,3.6227987136676263,6.096757472909744,12,simulated
Long Lake (Missaukee),Lake,2002,Total Phosphorus,7.053994936849085,3.2010689916713675,5.3032155011232645,16,simulated
Long Lake (Missaukee),Lake,2003,Total Phosphorus,7.271364378328842,3.8387391211135737,5.8907828795978805,20,simulated
Long Lake (Missaukee),Lake,2004,Total Phosphorus,8.291205261947965,5.127070342739836,6.045655233508316,12,simulated
Long Lake (Missaukee),Lake,2005,Total Phosphorus,7.976406383870579,4.618189761855483,6.417376290901826,17,simulated
Long Lake (Missaukee),Lake,2006,Total Phosphorus,7.951415946226094,4.884169469544954,6.095249193494747,14,simulated
Long Lake (Missaukee),Lake,2007,Total Phosphorus,9.31874765675784,3.693985674771031,6.424505884205839,15,simulated
Long Lake (Missaukee),Lake,2008,Total Phosphorus,8.297341359960596,4.910511000226443,6.628009571492368,14,simulated
Long Lake (Missaukee),Lake,2009,Total Phosphorus,7.5367841656730254,5.095109394375294,6.464363229476873,15,simulated
Long Lake (Missaukee),Lake,2010,Total Phosphorus,7.502437158300149,4.217943897217954,6.175126973395527,26,simulated
Long Lake (Missaukee),Lake,2011,Total Phosphorus,8.36824340930005,4.435373909607031,5.944020276174093,20,simulated
Long Lake (Missaukee),Lake,2012,Total Phosphorus,7.345021378563477,2.997145966544508,5.488960193717026,21,simulated
Long Lake (Missaukee),Lake,2013,Total Phosphorus,8.049890708127155,4.668663174851942,6.18274698054497,20,simulated
Long Lake (Missaukee),Lake,2014,Total Phosphorus,8.282042091247567,5.348809139616057,6.541068467104292,14,simulated
Long Lake (Missaukee),Lake,2015,Total Phosphorus,8.085889691734582,5.284571699699742,5.9460352902324844,20,simulated
Long Lake (Missaukee),Lake,2016,Total Phosphorus,8.101278443141801,4.52133876768914,6.564431473043203,23,simulated
Long Lake (Missaukee),Lake,2017,Total Phosphorus,6.860398635613173,3.774238076896844,5.108475016514609,17,simulated
Long Lake (Missaukee),Lake,2018,Total Phosphorus,6.514014868256027,4.292324967213541,5.231200599344091,23,simulated
Long Lake (Missaukee),Lake,2019,Total Phosphorus,7.4010065110245264,3.4538113911085397,6.019322497945614,22,simulated
Long Lake (Missaukee),Lake,2020,Total Phosphorus,7.205154102568576,3.579304826610778,5.745460041144042,26,simulated
Long Lake (Missaukee),Lake,2021,Total Phosphorus,7.845008581892736,4.223980531461383,6.1348597861562775,20,simulated
Long Lake (Missaukee),Lake,2022,Total Phosphorus,7.290951682991861,3.1027342704537952,5.567582389447699,18,simulated
Long Lake (Missaukee),Lake,2023,Total Phosphorus,6.944004590726225,3.239515932794915,5.1963329863436725,20,simulated
Long Lake (Missaukee),Lake,2024,Total Phosphorus,5.606853172018512,4.14174445763096,5.425328582525697,26,simulated
Long Lake (Missaukee),Lake,2025,Total Phosphorus,6.035687405041318,3.82122509899554,4.875258754643801,17,simulated
Lower Herring Lake,Lake,2000,Chlorophyll-a,6.751636592388625,5.034942653175021,5.847128308453286,9,simulated
Lower Herring Lake,Lake,2001,Chlorophyll-a,6.878272518531793,4.8312202690627455,5.767247308562641,14,simulated
Lower Herring Lake,Lake,2002,Chlorophyll-a,7.2791539737087,4.9543106464881,5.901414771267762,11,simulated
Lower Herring Lake,Lake,2003,Chlorophyll-a,7.451935830729276,4.921401873642504,6.144447441345464,10,simulated
Lower Herring Lake,Lake,2004,Chlorophyll-a,6.398786056082701,5.473976581512367,5.849972966721803,16,simulated
Lower Herring Lake,Lake,2005,Chlorophyll-a,6.621085986054764,4.591547173182976,5.591247611049197,7,simulated
Lower Herring Lake,Lake,2006,Chlorophyll-a,7.832342863824302,5.54026191816961,6.505422908157072,7,simulated
Lower Herring Lake,Lake,2007,Chlorophyll-a,7.064805659461403,5.145675844678269,5.858159049494679,7,simulated
Lower Herring Lake,Lake,2008,Chlorophyll-a,6.5165423897256565,5.137473947607371,5.88015532171274,13,simulated
Lower Herring Lake,Lake,2009,Chlorophyll-a,7.247504878752778,5.436321344958569,6.411061632098519,13,simulated
Lower Herring Lake,Lake,2010,Chlorophyll-a,7.396681169336281,6.028268628987502,6.107995199172914,17,simulated
Lower Herring Lake,Lake,2011,Chlorophyll-a,6.999690709703018,5.421849145299168,6.219937910707753,14,simulated
Lower Herring Lake,Lake,2012,Chlorophyll-a,7.3298100667673545,5.620469274731888,6.385469722412418,12,simulated
Lower Herring Lake,Lake,2013,Chlorophyll-a,8.136903508110635,5.328172761449944,6.565606082185255,13,simulated
Lower Herring Lake,Lake,2014,Chlorophyll-a,7.276309337284951,5.498898682413563,6.271767619636939,14,simulated
Lower Herring Lake,Lake,2015,Chlorophyll-a,7.607961805015035,5.724102070801181,6.750218275354854,9,simulated
Lower Herring Lake,Lake,2016,Chlorophyll-a,6.627398373822964,4.512010655144117,5.918823763786575,22,simulated
Lower Herring Lake,Lake,2017,Chlorophyll-a,7.839563039224092,5.247751042189545,6.650917645950374,16,simulated
Lower Herring Lake,Lake,2018,Chlorophyll-a,6.920054580751632,5.003305903772698,6.305240332775079,16,simulated
Lower Herring Lake,Lake,2019,Chlorophyll-a,7.917326909646432,5.931378093251566,6.881990137048804,17,simulated
Lower Herring Lake,Lake,2020,Chlorophyll-a,7.807155257425093,5.371670380860234,6.623283543813323,18,simulated
Lower Herring Lake,Lake,2021,Chlorophyll-a,7.92302230113499,5.486787354928227,6.4633823586555685,15,simulated
Lower Herring Lake,Lake,2022,Chlorophyll-a,8.166996499073052,5.788868373511516,6.834067580939709,14,simulated
Lower Herring Lake,Lake,2023,Chlorophyll-a,7.818871183939851,5.668367597114987,6.9335376887354645,18,simulated
Lower Herring Lake,Lake,2024,Chlorophyll-a,8.433710955115435,5.99099121749232,6.91318022098855,18,simulated
Lower Herring Lake,Lake,2025,Chlorophyll-a,7.500266948543522,4.996599466889614,6.533915461851707,15,simulated
Lower Herring Lake,Lake,2000,Chloride,7.70433707465147,5.424442834444657,7.056445559099077,23,simulated
Lower Herring Lake,Lake,2001,Chloride,8.35794136605951,5.407209922266576,7.248565021088819,23,simulated
Lower Herring Lake,Lake,2002,Chloride,8.738582078187061,5.705861394337897,7.517327003647116,25,simulated
Lower Herring Lake,Lake,2003,Chloride,8.221083154014554,5.210343291889446,7.115655352094883,21,simulated
Lower Herring Lake,Lake,2004,Chloride,8.831805424144012,6.234651580076248,7.263990690523778,24,simulated
Lower Herring Lake,Lake,2005,Chloride,8.933786077871561,6.058268946860353,7.480635898860089,27,simulated
Lower Herring Lake,Lake,2006,Chloride,8.20615054538309,5.985607647168377,7.013279129779344,27,simulated
Lower Herring Lake,Lake,2007,Chloride,9.015500422041974,6.005666047847013,7.3279622244877824,25,simulated
Lower Herring Lake,Lake,2008,Chloride,9.695889061941777,5.4325973714404725,7.403807308222944,27,simulated
Lower Herring Lake,Lake,2009,Chloride,9.237657592873347,5.589571110731505,7.081651163424835,24,simulated
Lower Herring Lake,Lake,2010,Chloride,8.985388788041856,5.262955661218648,8.271078250395751,29,simulated
Lower Herring Lake,Lake,2011,Chloride,8.704334829174512,5.50649031940039,7.022927723619952,27,simulated
Lower Herring Lake,Lake,2012,Chloride,8.484314544727646,5.633476680099989,7.110640627203934,26,simulated
Lower Herring Lake,Lake,2013,Chloride,9.81696317861517,6.38574661846971,8.089227670576411,26,simulated
Lower Herring Lake,Lake,2014,Chloride,9.355830819616708,6.621844404858056,7.930685478085243,28,simulated
Lower Herring Lake,Lake,2015,Chloride,8.914001523001092,5.8832993794314845,7.359130040524427,27,simulated
Lower Herring Lake,Lake,2016,Chloride,9.711242553874667,5.8175583082422655,8.003626699890628,30,simulated
Lower Herring Lake,Lake,2017,Chloride,9.786508944468796,6.60677929091652,8.374281790256441,27,simulated
Lower Herring Lake,Lake,2018,Chloride,9.057275549024885,6.6557527188347425,7.881342690256181,34,simulated
Lower Herring Lake,Lake,2019,Chloride,10.485081365706714,7.597306098643933,8.911235888972692,34,simulated
Lower Herring Lake,Lake,2020,Chloride,8.96726674554946,6.060557481772044,7.359702324881392,27,simulated
Lower Herring Lake,Lake,2021,Chloride,10.3234089612415,6.584571656246816,8.320236004627555,30,simulated
Lower Herring Lake,Lake,2022,Chloride,10.750982733499322,6.185629976968661,8.557437373721926,28,simulated
Lower Herring Lake,Lake,2023,Chloride,9.992129133447982,7.473801480693019,8.512429037944113,29,simulated
Lower Herring Lake,Lake,2024,Chloride,9.95660475678303,6.6474129335764935,8.151371117852365,37,simulated
Lower Herring Lake,Lake,2025,Chloride,10.325338078766073,6.434491653104931,8.175150594210221,30,simulated
Lower Herring Lake,Lake,2000,Nitrate,13.721046931632477,7.930323784756746,11.020306619423195,25,simulated
Lower Herring Lake,Lake,2001,Nitrate,12.618187565980563,8.521173481117026,10.039593790014072,30,simulated
Lower Herring Lake,Lake,2002,Nitrate,12.406621749329176,7.7449187767219945,10.090787511704892,26,simulated
Lower Herring Lake,Lake,2003,Nitrate,12.87677893366477,6.426327972955907,9.841085339019529,29,simulated
Lower Herring Lake,Lake,2004,Nitrate,13.089266468438717,7.536904570556824,9.997560009404152,20,simulated
Lower Herring Lake,Lake,2005,Nitrate,11.200866443130174,6.488709831018095,8.780979749325775,34,simulated
Lower Herring Lake,Lake,2006,Nitrate,13.936303534607038,7.695385525820587,10.779593510008567,32,simulated
Lower Herring Lake,Lake,2007,Nitrate,14.368824375021877,7.701252684210202,11.639583113094345,27,simulated
Lower Herring Lake,Lake,2008,Nitrate,13.51084695233437,9.145058835461176,10.464240513071283,22,simulated
Lower Herring Lake,Lake,2009,Nitrate,11.637757691950984,6.7039097323773404,9.499980563398104,29,simulated
Lower Herring Lake,Lake,2010,Nitrate,12.406735105020246,7.636339674188282,9.92078563386009,24,simulated
Lower Herring Lake,Lake,2011,Nitrate,12.288023442022926,7.364833354519524,9.992050122045908,30,simulated
Lower Herring Lake,Lake,2012,Nitrate,11.708390543935312,6.450446622373597,9.628101408462747,30,simulated
Lower Herring Lake,Lake,2013,Nitrate,12.810114231737042,8.969739890053217,10.687174897510417,27,simulated
Lower Herring Lake,Lake,2014,Nitrate,13.650697028746304,8.767360376980152,10.618591619793678,33,simulated
Lower Herring Lake,Lake,2015,Nitrate,12.735657782509348,8.450196345167704,9.44172515149202,32,simulated
Lower Herring Lake,Lake,2016,Nitrate,14.040997717371496,8.296700608222691,10.490963379129475,33,simulated
Lower Herring Lake,Lake,2017,Nitrate,12.615153135011465,7.089286774873078,10.912625862286667,31,simulated
Lower Herring Lake,Lake,2018,Nitrate,14.937411881158749,8.41129555857325,11.087236723053987,27,simulated
Lower Herring Lake,Lake,2019,Nitrate,14.221440509841623,9.85882920071495,11.59503691564795,34,simulated
Lower Herring Lake,Lake,2020,Nitrate,12.193802933533252,7.398626639865364,9.412128213129922,31,simulated
Lower Herring Lake,Lake,2021,Nitrate,13.580405521022383,9.893682067687793,11.486098875198314,28,simulated
Lower Herring Lake,Lake,2022,Nitrate,12.171170561323693,8.050385452391914,9.651399528981596,36,simulated
Lower Herring Lake,Lake,2023,Nitrate,12.07963305146967,6.8304862204604335,9.481805282083716,39,simulated
Lower Herring Lake,Lake,2024,Nitrate,11.344793040481553,8.345338175335943,9.961330723062966,33,simulated
Lower Herring Lake,Lake,2025,Nitrate,12.206084602895157,6.27207511216838,9.417493870955088,39,simulated
Lower Herring Lake,Lake,2000,Secchi Depth,13.334518173655702,8.306700386618123,10.30962663430162,8,simulated
Lower Herring Lake,Lake,2001,Secchi Depth,12.727790545646206,7.35605500436915,10.17443448555617,16,simulated
Lower Herring Lake,Lake,2002,Secchi Depth,14.591220239948695,8.921623049485,11.622246085005902,8,simulated
Lower Herring Lake,Lake,2003,Secchi Depth,12.455321435321189,7.236730028575556,10.12302794903474,9,simulated
Lower Herring Lake,Lake,2004,Secchi Depth,15.149645632970977,7.714969077286131,11.101641426770383,6,simulated
